Case ID,Prefix length,Trace Prefix Act,Ground truth,Predicted,Damerau-Levenshtein,Jaccard,Weight,Compliance
Case 1574,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1577,3,§¡¡,¢£¤,¢£¤,1.0,1.0,0.6,Satisfied
Case 1580,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1587,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1603,3,¡££,¤,¤,1.0,1.0,0.6,Satisfied
Case 1604,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1605,3,¡¢¢,¥£¤,££¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 1609,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1610,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1615,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1650,3,¡¦¦,¬¬­£¤,¢¥£¤,0.4,0.33333333333333326,0.6,Satisfied
Case 1655,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1658,3,¡¢­,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1671,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1674,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1675,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1679,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1681,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1682,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1691,3,§¡¢,¥£¤,¥£¤,1.0,1.0,0.6,Satisfied
Case 1697,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1704,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1709,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1711,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1718,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1723,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1730,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1735,3,¡­£,£¤,¤,0.5,0.5,0.6,Satisfied
Case 1746,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1754,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1760,3,¡¢£,¢¥¢£¤,¤,0.19999999999999996,0.25,0.6,Satisfied
Case 1761,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1764,3,¡­£,£¤,¤,0.5,0.5,0.6,Satisfied
Case 1771,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1772,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1776,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1777,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1787,3,¡¢¥,¥££¤,£¤,0.5,0.6666666666666666,0.6,Satisfied
Case 1788,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1791,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1792,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1795,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1799,3,¡¢­,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 18,3,¡¢£,£¤,¤,0.5,0.5,0.6,Satisfied
Case 1812,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1813,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1814,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1815,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1817,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1823,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1826,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1828,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1831,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 184,3,¡¢¢,¥£¤,££¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 1843,3,¡¡£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1848,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1860,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1868,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1869,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1874,3,§¡¢,¥£¤,¥£¤,1.0,1.0,0.6,Satisfied
Case 1882,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1884,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1887,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1892,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1894,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1900,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1901,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1903,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 191,3,¡¡¢,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1915,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1916,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 192,3,¡¡¢,£¤¢£¤,£¤,0.4,0.6666666666666666,0.6,Satisfied
Case 1924,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 193,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1946,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1961,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1968,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1975,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1978,3,¡¥¢,¥£¤,¢£¤,0.6666666666666667,0.5,0.6,Satisfied
Case 1980,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1987,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 20,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2007,3,¡¢­,££¤,£¤,0.6666666666666667,1.0,0.6,Satisfied
Case 2013,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 202,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2021,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2022,3,¡¡¡,¥£¤,¢£¤,0.6666666666666667,0.5,0.6,Satisfied
Case 2035,3,¡¢¦,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2050,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2059,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2062,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2068,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2074,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2081,3,¡¢­,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2083,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2092,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2093,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2097,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 210,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2103,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2104,3,¡¢­,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2105,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2108,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2112,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2117,3,¡¥¥,£¢££¤,¢¢£¤,0.6,1.0,0.6,Satisfied
Case 2121,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2123,3,¡¡¢,££¤,£¤,0.6666666666666667,1.0,0.6,Satisfied
Case 2125,3,¡¢¥,­,£¤,0.0,0.0,0.6,Satisfied
Case 2126,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2134,3,¡¥¢,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2141,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2142,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2143,3,¡¢­,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2152,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2156,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2157,3,¡££,¤,¤,1.0,1.0,0.6,Satisfied
Case 2163,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2167,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2168,3,¡¢¥,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2172,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2176,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2177,3,¡¥¥,£¤,¢¢£¤,0.5,0.6666666666666666,0.6,Satisfied
Case 2183,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2187,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2191,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2197,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2201,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2203,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2210,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2211,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2215,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2219,3,¡¢¥,¢£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2220,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2227,3,¡££,¤,¤,1.0,1.0,0.6,Satisfied
Case 2228,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2229,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2236,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2239,3,¡¢£,£¢¥£¤,¤,0.19999999999999996,0.25,0.6,Satisfied
Case 2245,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2253,3,¢¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2267,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2268,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2279,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2285,3,¡¥¢,¥£¤,¢£¤,0.6666666666666667,0.5,0.6,Satisfied
Case 2290,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2296,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 23,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 230,3,¡¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2300,3,¡¢­,­¦­,£¤,0.0,0.0,0.6,Satisfied
Case 2302,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2308,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2315,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 232,3,¡¢¥,¥££¤,£¤,0.5,0.6666666666666666,0.6,Satisfied
Case 2322,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2328,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 233,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2330,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2335,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2342,3,¡¢¥,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2346,3,§¡¢,¥£¤,¥£¤,1.0,1.0,0.6,Satisfied
Case 2348,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 235,3,§¡¢,¥£¤,¥£¤,1.0,1.0,0.6,Satisfied
Case 2356,3,¡¢¥,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2362,3,¢¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2367,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2368,3,¡¡¢,£¢£££­¢¥¥£¤,£¤,0.18181818181818177,0.4,0.6,Satisfied
Case 237,3,¡¢­,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2374,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2375,3,¡¡¡,¢£¤,¢£¤,1.0,1.0,0.6,Satisfied
Case 2380,3,¡¢¥,¢£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2381,3,¡¡¡,££¤,¢£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2390,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2391,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2398,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2399,3,¡¢¢,£¤,££¤,0.6666666666666667,1.0,0.6,Satisfied
Case 2403,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2415,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2417,3,¡¢¥,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 242,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2431,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2432,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2436,3,¡£¤,¢,,0.0,0.0,0.6,Satisfied
Case 2447,3,¡¢¢,£¤,££¤,0.6666666666666667,1.0,0.6,Satisfied
Case 2448,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2451,3,¡¢¦,­­£,£¤,0.0,0.33333333333333326,0.6,Satisfied
Case 2452,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2455,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2458,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2465,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2466,3,¡¢­,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 247,3,§¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2473,3,¡¢¥,¢¥£¤,£¤,0.5,0.5,0.6,Satisfied
Case 2474,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2476,3,¡¢­,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2481,3,¡¢­,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2490,3,¡¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2492,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2498,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2499,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2504,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2508,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2512,3,¡¢¥,££¤,£¤,0.6666666666666667,1.0,0.6,Satisfied
Case 2514,3,¡¢¥,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2522,3,¡¢¥,££¤,£¤,0.6666666666666667,1.0,0.6,Satisfied
Case 253,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2530,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2534,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2550,3,¡¢¥,¥££¤,£¤,0.5,0.6666666666666666,0.6,Satisfied
Case 2555,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2558,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2569,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2571,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2577,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2581,3,¡¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2585,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2591,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2593,3,¡­£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2596,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2598,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2599,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2603,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2607,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2609,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 261,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2611,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2613,3,¡¢¥,¥¥££¤,£¤,0.4,0.6666666666666666,0.6,Satisfied
Case 2614,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2616,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 262,3,¡¢¥,£¥£¤,£¤,0.5,0.6666666666666666,0.6,Satisfied
Case 2620,3,¡¢­,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2622,3,¢¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2625,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2631,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2634,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 265,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2659,3,¡¢¥,¥¢£¤,£¤,0.5,0.5,0.6,Satisfied
Case 2665,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2666,3,¡¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.6,Satisfied
Case 2667,3,¡¢¥,¥£¢¥£¤,£¤,0.33333333333333337,0.5,0.6,Satisfied
Case 2668,3,¡¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2674,3,¡¢¥,¢£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2676,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2681,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2700,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2713,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2714,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2716,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2720,3,¡¢­,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2721,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2734,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2741,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2765,3,¡¢¥,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2770,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2774,3,¡££,¢£¤,¤,0.33333333333333337,0.33333333333333326,0.6,Satisfied
Case 2776,3,¢¥¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2777,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2788,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2789,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2791,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 28,3,¡¢¦,­­£,£¤,0.0,0.33333333333333326,0.6,Satisfied
Case 2814,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 282,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2826,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2834,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2839,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2847,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2848,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2849,3,¡££,¤,¤,1.0,1.0,0.6,Satisfied
Case 2851,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2854,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 286,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2860,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2866,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2873,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2875,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2881,3,¡­­,£¤,¢¥£¤,0.5,0.5,0.6,Satisfied
Case 2891,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2897,3,¡¢­,¢£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2905,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2908,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2910,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2918,3,¡¢­,¢£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 292,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2931,3,¡¢¥,­££¤,£¤,0.5,0.6666666666666666,0.6,Satisfied
Case 2932,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2934,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2949,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2956,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 296,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2962,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2964,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2966,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2968,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2970,3,¡¢­,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 2971,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 2975,3,¡¥¡,¢¥¥¢£¤,¢¢£¤,0.6666666666666667,0.75,0.6,Satisfied
Case 2981,3,¡¡¢,­­£¤,£¤,0.5,0.6666666666666666,0.6,Satisfied
Case 2984,3,¡¢£,£¤,¤,0.5,0.5,0.6,Satisfied
Case 2988,3,¡££,¤,¤,1.0,1.0,0.6,Satisfied
Case 299,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 2992,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 3002,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 3008,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 3009,3,¡¢¥,¢£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 3010,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 3013,3,¡¢¢,¥£¤,££¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 3015,3,¡¢­,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 3016,3,¡¡¢,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 3021,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 3027,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 3034,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 3035,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 3037,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 3038,3,¡¢¥,¢¥£¤,£¤,0.5,0.5,0.6,Satisfied
Case 3043,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 3044,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 3046,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 3056,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 3058,3,¡¢­,££¤,£¤,0.6666666666666667,1.0,0.6,Satisfied
Case 3059,3,¡¢­,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 3061,3,¡¢­,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 3071,3,¡¢¦,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 3073,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 3077,3,¡­£,¤,¤,1.0,1.0,0.6,Satisfied
Case 3078,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 308,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 3082,3,¡¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 3083,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 3086,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 3095,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 31,3,¡¢¦,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 3103,3,¡¢­,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 3112,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 3113,3,¡¢¥,¥¢¥£¤,£¤,0.4,0.5,0.6,Satisfied
Case 3118,3,¡¢¥,¥¦£¤,£¤,0.5,0.5,0.6,Satisfied
